name,last_name,number,date_of_birth,age,height,citizenship,position,foot,joined,contract_expires,outfitter,code,player_id,club_id,country_of_birth,city_of_birth
,Matheus Barbosa,0,1994-08-18,29,1.84,Brazil,Midfield - Defensive Midfield,both,2024-01-01,2025-12-31,,matheus-barbosa,181784,,Brazil,São Bernardo do Campo
José Luis,Rodríguez,2,1997-03-14,27,1.83,Uruguay,Defender - Right-Back,right,2023-01-04,2025-12-31,Puma,jose-luis-rodriguez,430339,,Uruguay,Canelones
,Patrick de Lucca,8,2000-03-02,24,1.8,Brazil,Midfield - Defensive Midfield,right,2024-04-19,2024-12-31,Puma,patrick-de-lucca,689737,,Brazil,São Paulo
,Paulinho Babilônia,29,2005-05-23,18,1.75,Brazil,Defender - Right-Back,right,,2025-06-30,Nike,paulinho-babilonia,1083888,,Brazil,Manaus
,Gabriel Dias,30,1994-05-10,30,1.83,Brazil,Defender - Right-Back,right,2024-01-09,2024-12-31,Nike,gabriel-dias,336474,,Brazil,Francisco Morato
,Jefferson,0,1997-01-03,27,1.76,Brazil,Defender - Left-Back,left,2024-04-09,,,jefferson,435211,,Brazil,Jaraguá
,Matheus Julião,0,2003-04-10,21,1.78,Brazil,Defender - Left-Back,left,,2025-02-28,,matheus-juliao,1083883,,Brazil,São João de Meriti
,Lucas Piton,6,2000-10-09,23,1.75,Italy,Defender - Left-Back,left,2023-01-01,2026-12-31,Puma,lucas-piton,670201,,Brazil,Jundiaí
,Edimar,0,1986-05-21,38,1.8,Brazil,Defender - Left-Back,left,2024-03-27,,adidas,edimar,74314,,Brazil,Cachoeiro de Itapemirim
,Roger,0,2004-02-18,20,,Brazil,Defender - Centre-Back,,,,,roger,1083890,,Brazil,Rio de Janeiro
,Paulo Victor,21,2001-04-13,23,1.8,Brazil,Defender - Left-Back,left,2023-07-18,2024-06-30,Nike,paulo-victor,875511,,Brazil,Boicaúva
,Lyncon,0,2005-05-07,19,1.86,Brazil,Defender - Centre-Back,right,,,,lyncon,1083889,,Brazil,Itaboraí
,Zé Vitor,0,2002-06-10,21,1.92,Brazil,Defender - Centre-Back,left,2024-03-10,,Nike,ze-vitor,982165,,Brazil,Colorado
,Anderson Conceição,0,1989-10-24,34,1.88,Brazil,Defender - Centre-Back,left,2024-01-11,2024-12-31,,anderson-conceicao,187759,,Brazil,Caravelas
,Miranda,15,2000-01-19,24,1.81,Brazil,Defender - Centre-Back,right,2024-02-16,2024-12-31,Nike,miranda,412376,,Brazil,Duque de Caxias
,Luis Martinez,0,2005-11-24,18,,Brazil,Defender,,2022-09-01,,,luis-martinez,1083884,,,
,Robson Bambu,3,1997-11-12,26,1.85,Brazil,Defender - Centre-Back,right,2024-01-29,2024-06-30,adidas,robson-bambu,458715,,Brazil,São Vicente
,Léo,3,1996-03-06,28,1.83,Brazil,Defender - Centre-Back,left,2023-01-01,2025-12-31,New Balance,leotm,403296,,Brazil,Rio de Janeiro
Eric,Pimentel,53,2003-01-15,21,1.92,Brazil,Defender - Centre-Back,right,2023-07-10,2027-06-30,,eric-pimentel,999808,,Brazil,Rio de Janeiro
,Patrick Paixão,0,2003-02-19,21,,Brazil,Goalkeeper,,2024-01-01,,,patrick-paixao,977701,,,
Gary,Medel,17,1987-08-03,36,1.71,Chile,Defender - Centre-Back,right,2023-07-11,2024-12-31,Nike,gary-medel,60889,,Chile,Conchalí
Manuel,Capasso,25,1996-04-19,28,1.88,Argentina,Defender - Centre-Back,right,2024-02-16,2024-12-31,Nike,manuel-capasso,653152,,Argentina,Buenos Aires
,Halls,0,1999-06-17,24,1.98,Brazil,Goalkeeper,right,2024-04-12,2024-11-30,Nike,halls,734169,,Brazil,Nova Iguaçu
,Cadu,0,2003-03-25,21,1.91,Brazil,Goalkeeper,right,2024-04-25,,,cadu,668229,,Brazil,Rio de Janeiro
,Ivan,22,1997-07-02,26,1.96,Brazil,Goalkeeper,right,2024-01-07,2026-12-31,adidas,ivan,364257,,Brazil,Rio das Pedras
,Alexander,0,1999-05-31,24,1.9,Brazil,Goalkeeper,right,2024-01-31,2024-12-31,,alexander,668799,,Brazil,São Gonçalo
